E:/Organized Photos/2021/2021-10-17 11-48-17.jpg,"[224.1685078922432, 240.61211812445288, 246.2419424036033]",0.04405865837847485,"[141.29249044735005, 163.48699020041022, 178.13483922954967]",0.07419340710821365,"[49.35623831706342, 42.07928967747666, 39.281242025932194]",0.1304336308211556,"[110.3524717287104, 90.95266439952876, 75.99621989903]",0.7513143036921559
E:/Organized Photos/2021/2021-10-18 12-29-49.jpg,"[93.60460307696427, 61.109368627267465, 36.240537432386425]",0.14007795440707146,"[205.42425095228472, 189.64512370074362, 184.2879234435028]",0.21279343624023683,"[176.71958260602636, 144.74907448257392, 121.17416138636867]",0.22321986279079534,"[145.93580488865885, 105.96142149281063, 70.34935193287765]",0.42390874656189637
E:/Organized Photos/2021/2021-10-18 12-29-54.jpg,"[172.87619047619057, 142.70000000000002, 116.87857142857146]",0.07473175902305366,"[106.93790757017298, 71.03288914091297, 59.40034023249219]",0.2623033588435374,"[189.79499573500138, 178.6329257890247, 171.749218083594]",0.28634482342319645,"[134.21684831970936, 97.69822888283379, 84.01475930971843]",0.3766200587102125
E:/Organized Photos/2021/2021-10-18 19-21-07.jpg,"[95.98105081538021, 74.09856786028355, 60.86589447708341]",0.17206076585726884,"[200.51340873531453, 175.77565137920016, 158.39424524666387]",0.27284854431741834,"[27.074980634196137, 20.569064407218463, 21.449100821193625]",0.2755366131792223,"[142.29731908306087, 115.42956469977918, 96.51580626959638]",0.27955407664609055
E:/Organized Photos/2021/2021-10-18 19-21-09.jpg,"[218.46281392417336, 194.54329487055182, 176.9351304179191]",0.1275976874160158,"[181.68872383524632, 156.40820084709352, 137.4608679639065]",0.18275046322541363,"[127.28370919989759, 100.00899155670892, 80.90379765342296]",0.31352331152368357,"[32.84569338210839, 26.797714423919956, 27.907730447138494]",0.37612853783488703
E:/Organized Photos/2021/2021-10-22 17-00-17.jpg,"[133.14826859210203, 169.2922719899286, 187.71828737226102]",0.09224517353237591,"[24.345274491765043, 23.235445777434975, 23.483916865169782]",0.23187745391366424,"[150.09965977779598, 110.26591118649512, 64.21103879472248]",0.33004203803434956,"[80.08988540742517, 72.10604952360643, 65.5972117787427]",0.3458353345196103
E:/Organized Photos/2021/2021-10-22 17-04-00.jpg,"[205.38131178866934, 222.68882896856698, 232.19405589513428]",0.11836434515936003,"[138.84773255999323, 143.71040453117635, 149.35747439973218]",0.2746595358822541,"[53.95881293222335, 45.41600883563909, 43.02211080278747]",0.283147928345721,"[112.87667528742966, 93.68716432979328, 79.95863935823444]",0.3238281906126648
E:/Organized Photos/2021/2021-10-22 17-04-02.jpg,"[202.1956532208212, 213.6820407886462, 222.35656798255383]",0.12071352460737382,"[142.69810370006226, 142.73428725221302, 143.7673730168481]",0.25233712312085327,"[49.761395237796705, 42.93377884100653, 42.795228344750264]",0.29704395261190897,"[104.17638651123427, 97.1213323723118, 91.54012435988487]",0.32990539965986393
E:/Organized Photos/2021/2021-10-22 17-21-20.jpg,"[81.8364831804282, 80.29616717635082, 83.52581039755316]",0.1731545289798018,"[189.00446974421496, 201.06126900960948, 210.05728478691006]",0.26433940184870247,"[143.33912301330767, 157.2725996020633, 175.97038098908018]",0.28020971119929455,"[36.58982665968129, 34.93792478715724, 39.83762639580756]",0.2822963579722012
E:/Organized Photos/2021/2021-10-22 17-21-28.jpg,"[150.28327948518128, 159.6256690560086, 172.85404036155705]",0.21224204380826406,"[196.75929066980774, 204.58679622522322, 210.71012548361668]",0.23853705737696312,"[81.00405980328263, 80.81154737175507, 85.89395407403545]",0.24652433311287478,"[38.841435511241755, 38.50155969410625, 43.00047689696931]",0.30269656570189807
E:/Organized Photos/2021/2021-10-22 17-28-37.jpg,"[148.46437904783548, 145.2941711169185, 142.15543688217255]",0.07382958488179223,"[71.57232469569117, 63.015868867149614, 57.70917033828693]",0.21580218700134374,"[12.970774337430628, 11.968232975468073, 14.954048026554634]",0.3452227582776938,"[37.1263596675135, 35.85195964778138, 38.60750314480923]",0.36514546983917023
E:/Organized Photos/2021/2021-10-22 17-28-44.jpg,"[175.2431891025641, 183.52123397435898, 183.9082532051282]",0.17069561234987823,"[112.28764861294584, 96.42602377807134, 88.56241743725231]",0.20627399783215755,"[53.40410327339789, 46.05140617796219, 43.46588289534349]",0.2985682988473167,"[13.769557443004022, 11.919311578006257, 13.847116674117123]",0.32446209097064754
E:/Organized Photos/2021/2021-10-22 17-28-55.jpg,"[185.16548265775177, 149.1826159632261, 97.74383618888429]",0.05412856211157303,"[113.60758665794641, 165.23152387181165, 210.05711794201002]",0.10425507973251029,"[78.34273684210523, 62.12252631578947, 56.111649122807]",0.32553846673700343,"[29.62538373826857, 21.38290500833261, 20.695246031049905]",0.5160778914189132
E:/Organized Photos/2021/2021-10-23 12-02-40.jpg,"[98.97889048168766, 106.45566874294353, 110.20262092937695]",0.21486318775195262,"[33.7580538797841, 36.01067337518009, 37.5949734997435]",0.22048561901612496,"[146.07639188129116, 180.3367805805076, 220.73915829714815]",0.23812952071260604,"[99.97726820037835, 143.41473292832706, 202.07600504597804]",0.32652167251931635
E:/Organized Photos/2021/2021-10-23 12-02-41.jpg,"[157.16200633448915, 186.7334264127297, 219.7123746572913]",0.18034436479066934,"[98.78064826777346, 107.04168434568551, 111.48934147177292]",0.21763327244478037,"[31.109601269896213, 33.040703053444744, 34.968598766616246]",0.29743656239501975,"[107.33033643686701, 151.5256127311739, 210.60376946254172]",0.30458580036953053
E:/Organized Photos/2021/2021-10-23 12-03-09.jpg,"[30.203762271556503, 33.23929070584214, 37.849950877565625]",0.21240492724867724,"[75.82900616965719, 83.19388032992704, 91.611187784028]",0.2311820416824137,"[113.01091551378457, 138.83592516865636, 171.21822290827623]",0.267150248409549,"[157.41988133315422, 187.94340639288183, 224.4424396912642]",0.28926278265936006
E:/Organized Photos/2021/2021-10-23 12-03-11.jpg,"[165.1024744929342, 195.06239995440393, 230.45663816214335]",0.2246890943877551,"[81.7934081013716, 92.09263750538447, 104.19251459441702]",0.2320430438765012,"[33.461003398065685, 36.709151871030386, 41.98264250671468]",0.23919507038926682,"[118.4317726935391, 149.13463354847318, 188.32246691622154]",0.30407279134647686
E:/Organized Photos/2021/2021-10-23 12-06-24 (1).jpg,"[33.094788716629516, 38.57900344448148, 26.518465252127072]",0.16063604261148903,"[121.08647220570755, 172.58660820451885, 236.13592895362686]",0.22945093353699506,"[98.09802783111083, 125.01204237237526, 155.13986243408874]",0.30291948473062064,"[77.95427691252567, 87.78653212247228, 88.74289854431244]",0.3069935391208953
E:/Organized Photos/2021/2021-10-23 12-06-24.jpg,"[124.46833481959906, 116.59902340266555, 88.68941216167404]",0.18581744522654742,"[42.44638321903023, 50.100441811093425, 44.7408089401064]",0.24143828538359788,"[119.1697252717965, 167.91551108505575, 228.3547870923035]",0.26613038155076846,"[71.30324073666922, 105.22800895185131, 147.70791096695592]",0.3066138878390863
E:/Organized Photos/2021/2021-10-23 12-06-35.jpg,"[126.24240733181624, 173.35343357358943, 230.468191705296]",0.1950864643696985,"[122.18113355930909, 115.18427542207239, 86.59238464673805]",0.1963439310909549,"[38.77444025599532, 46.91684624047796, 41.51243984807469]",0.28106275785777274,"[74.04258437703852, 108.2153951228202, 150.1287174211288]",0.32750684668157387
E:/Organized Photos/2021/2021-10-23 12-06-40.jpg,"[171.4333333333333, 198.4748148148148, 230.9748148148148]",0.10532628850151171,"[87.1741478231522, 115.91123860951735, 146.29125885926425]",0.21468578750944822,"[131.79596231493943, 123.84899057873486, 97.00538358008075]",0.2874023355484169,"[58.76854655563967, 61.12660862982589, 46.37130961392884]",0.3925855884406232
E:/Organized Photos/2021/2021-10-25 17-14-02.jpg,"[44.40112711969954, 27.742320903006714, 24.59117739598969]",0.10815960740005878,"[164.87454207906453, 151.60451005776278, 141.71063750757676]",0.25956296388154027,"[115.37110177783269, 84.51460225361879, 74.80440664744818]",0.2892985415616864,"[213.56528913162464, 203.19656629502504, 191.76906751345254]",0.34297888715671454
E:/Organized Photos/2021/2021-10-26 12-38-54.jpg,"[207.65433367591658, 118.01747173689625, 47.63977389516958]",0.038050588676828756,"[180.82526693383397, 175.67289745817317, 167.861474651795]",0.24150996721991266,"[104.15763318186214, 104.26551290728024, 88.53988204582801]",0.3434310404331486,"[44.0205787893598, 44.297964811841126, 30.578108636458854]",0.37700840367011
E:/Organized Photos/2021/2021-10-26 12-38-59.jpg,"[192.6748939452372, 185.1727728499807, 176.77130736598534]",0.2013910213004955,"[140.87068114511348, 129.41592629154326, 111.50871997367553]",0.2480106240026875,"[34.677000949066745, 37.221765264156915, 23.70420752926289]",0.261287346728815,"[85.15479256080116, 87.52875536480687, 63.72732474964237]",0.289311007968002
E:/Organized Photos/2021/2021-10-28 17-14-37.jpg,"[39.185732666080185, 37.42936963025815, 38.806304849618435]",0.18188634442974722,"[116.93637386366368, 116.96096290391523, 117.06505360628356]",0.1874489041372722,"[77.17757264683243, 73.66149144120682, 72.97407864108447]",0.30150782824703953,"[178.69584773525355, 188.5158302064766, 199.8836842848419]",0.32915692318594103
E:/Organized Photos/2021/2021-10-28 17-14-39.jpg,"[38.02093567251461, 36.076374269005846, 36.95356725146198]",0.17967306521373982,"[114.2245762711865, 114.36978090119884, 114.54888383629601]",0.1962659340356513,"[74.90548485525042, 71.43774652080077, 70.61613455384388]",0.2851444397203326,"[180.3616155481324, 189.95378074703913, 202.30847251746127]",0.3389165610302763
E:/Organized Photos/2021/2021-10-30 17-39-21.jpg,"[30.840542285345396, 33.619754680438994, 37.218850871530016]",0.10689861399806837,"[207.04460093896714, 180.50402414486922, 163.5345405767941]",0.20041855959204669,"[131.53875853875854, 81.17612117612117, 44.26462726462725]",0.24556031903502143,"[159.35445790618203, 124.67319043181112, 98.24572848710778]",0.44712250737486353
E:/Organized Photos/2021/2021-10-30 17-39-28.jpg,"[40.735246949447976, 34.367120595848085, 32.40116422798578]",0.11023272156084656,"[204.97748986842564, 182.21102492639275, 168.1620407036378]",0.2297219958585286,"[139.04931092216648, 97.9867385181358, 62.15795548466127]",0.27372209493365246,"[159.2014389136796, 133.49778684058276, 118.08895604646197]",0.3863231876469724
E:/Organized Photos/2021/2021-10-31 20-31-29.jpg,"[94.3809166040571, 101.48760330578513, 149.3335837716003]",0.11423706249475099,"[151.86858749121575, 167.77231201686578, 210.81061138439915]",0.22656733893403042,"[12.975304465493911, 16.564614343707714, 34.32577807848443]",0.24519354423868311,"[50.120465567410285, 44.01047526673132, 46.276624636275464]",0.4140020543325355
E:/Organized Photos/2021/2021-10-31 20-31-34.jpg,"[76.74573005623823, 72.99666736096643, 156.71724640699844]",0.16554649444654404,"[181.96044273705843, 149.9979080293637, 205.6908828116086]",0.21745989097799615,"[22.22896275680916, 18.42368429281715, 39.91872791519435]",0.2655119001690182,"[77.32085321491003, 64.44049700004724, 62.98474039778901]",0.3514817144064416
E:/Organized Photos/2021/2021-11-01 12-42-46.jpg,"[46.35457334076963, 40.45210540992748, 33.98075850529836]",0.11891704984462921,"[214.10323217369844, 165.9120157907723, 110.70259067357507]",0.17312533134395733,"[102.81998975759652, 94.13201320132019, 86.68578581996132]",0.29780891426786765,"[121.4449305251755, 124.386496677291, 139.34581172010076]",0.4101487045435458
E:/Organized Photos/2021/2021-11-01 12-42-48.jpg,"[197.2383075752266, 209.13583554936892, 223.5985120968088]",0.055505771946124126,"[40.959576924465715, 37.56092640972322, 42.403478330456004]",0.16549548059964728,"[138.85811496815873, 99.59323395422442, 78.1062117739518]",0.34415597836356765,"[138.45496557294697, 137.84689845002202, 141.76758828167397]",0.43484276909066094
E:/Organized Photos/2021/2021-11-06 11-03-52.jpg,"[192.64722536806343, 205.59003397508505, 218.64382785956965]",0.1335295644106408,"[55.71078431372549, 58.470588235294116, 68.45632798573975]",0.1847473846791803,"[104.59757063638764, 112.55532083443357, 128.40982307895428]",0.30847277664923994,"[123.70563348920062, 157.83700734802943, 202.52282342462703]",0.37325027426093893
E:/Organized Photos/2021/2021-11-06 11-03-59.jpg,"[53.4292269381767, 56.802160439450915, 62.89122203143384]",0.19609017410976737,"[108.27666458796348, 112.78915796037998, 121.2805628432263]",0.24215641600004198,"[102.07381595705105, 140.9870642578026, 192.47639571922375]",0.24367846579218108,"[157.58253424996755, 189.15620263697411, 221.49654487249265]",0.31807494409800957
E:/Organized Photos/2021/2021-11-06 11-04-02.jpg,"[50.39843009803447, 52.936693647013584, 58.183896977994834]",0.17599563938229612,"[101.97549401019248, 107.44194597907315, 116.23099839477344]",0.24694179369278577,"[102.76501854982367, 140.29892066877628, 189.84121464471585]",0.2592922296233308,"[155.06310848681252, 188.907252828361, 223.58298255123253]",0.3177703373015873
E:/Organized Photos/2021/2021-11-06 11-05-11.jpg,"[192.94390958560075, 196.3496302497562, 200.32005023022185]",0.21529869181468883,"[109.78161138645326, 167.89931376286714, 238.1503621807091]",0.23664011322121442,"[37.941243659085586, 43.979373131319896, 56.87314811704238]",0.26605853568279164,"[82.9331796990325, 120.76971846691386, 174.70946125335843]",0.28200265928130513
E:/Organized Photos/2021/2021-11-06 11-05-14.jpg,"[123.1181195145808, 119.33925723929859, 121.89853759114021]",0.14084980539283615,"[33.77164583104775, 40.79059310664214, 55.33924283599597]",0.22966934169501133,"[180.91449057469842, 200.95328074243204, 220.59141790143678]",0.2574573714516671,"[91.80327698131103, 146.9726950288607, 220.11340284227057]",0.3720234814604854
E:/Organized Photos/2021/2021-11-06 11-05-17.jpg,"[124.3346920341968, 122.06186355843467, 125.34867217434335]",0.1445164051345847,"[168.01433609949592, 200.7577483409489, 234.23792154549133]",0.19288187883177962,"[37.96027273104438, 51.45144870416056, 74.3081356570471]",0.2608288782333921,"[82.20493383930432, 137.03174307906585, 206.82236338984143]",0.40177283780024353
E:/Organized Photos/2021/2021-11-06 11-05-57.jpg,"[152.5354595048259, 199.16617708770463, 246.21443558539661]",0.19237518502771478,"[123.63686426951732, 116.09232264334305, 96.31843213475867]",0.24870546212312086,"[27.938078518991382, 24.06766677306096, 18.067985955952757]",0.25051227088057443,"[91.6046132971506, 143.03989145183172, 213.11506105834462]",0.3084070819685899
E:/Organized Photos/2021/2021-11-06 11-06-07.jpg,"[44.391497775580824, 53.059317844784964, 73.08650519031144]",0.14887866315507683,"[136.7960769800148, 188.4641006661732, 242.38490007401924]",0.20952043047157135,"[158.5872274143302, 147.89532710280375, 136.2218068535826]",0.23972653297430083,"[83.9235633252743, 132.2964478333643, 198.95648130928026]",0.40187437339905097
E:/Organized Photos/2021/2021-11-06 11-06-09.jpg,"[16.08300236827759, 18.041439619398837, 26.546210231797748]",0.13639667383156967,"[52.76964711805761, 64.28918295717402, 83.77978809570676]",0.19598404562442262,"[143.92126402957103, 135.78481278416118, 127.7349964033355]",0.20893418131141345,"[105.77671401617278, 157.77748467667425, 223.04772858368852]",0.45868509923259426
E:/Organized Photos/2021/2021-11-06 11-06-18.jpg,"[159.38119955371923, 202.82066401687516, 247.73461987692423]",0.1661150281872008,"[44.201117166459596, 52.225361734026265, 77.26576531645516]",0.23772797120391367,"[149.2839077318242, 142.36762385054197, 140.3431608521494]",0.24390482948580666,"[105.15898569750557, 149.14749777476106, 213.70955450514333]",0.3522521711230789
E:/Organized Photos/2021/2021-11-06 11-09-11.jpg,"[161.64513214766515, 203.71034684333574, 245.50092999362278]",0.16297332976400436,"[124.70352555408886, 113.5226126109834, 101.40787086430024]",0.24115475665574873,"[39.93058024655375, 29.669075860461025, 21.4036079619969]",0.29576819636033425,"[99.26869718906615, 150.7155993511369, 222.21935452630575]",0.30010371721991264
E:/Organized Photos/2021/2021-11-06 11-13-29.jpg,"[229.06760316066723, 230.13871817383662, 227.2519754170325]",0.09081818008839339,"[62.864620938628164, 56.40839350180506, 45.11236462093862]",0.17955553652788275,"[140.820333041192, 126.23794916739702, 105.10604732690624]",0.18174806573864113,"[46.32085400691626, 91.17952187640957, 157.0239061795219]",0.5478782176450827
E:/Organized Photos/2021/2021-11-06 11-13-30.jpg,"[32.06183368869936, 29.14818763326226, 33.740938166311295]",0.07784188135130596,"[224.08497620666213, 220.58939496940854, 215.9259007477906]",0.11966675655601747,"[102.57634112792299, 93.2975699220541, 91.11141678129297]",0.1731434568426136,"[54.630943102104446, 105.67809820732658, 176.73330735255908]",0.629347905250063
E:/Organized Photos/2021/2021-11-06 11-14-05.jpg,"[109.67846807505886, 112.36460476044012, 118.02460738565104]",0.12404935450260351,"[217.7251672978216, 215.8867341464859, 208.54453508935322]",0.19216227193037708,"[170.11194111647646, 169.05739819246625, 165.48421630868276]",0.3398458824116066,"[22.070975159266805, 33.423792717974564, 53.72299907172532]",0.34394249115541276
E:/Organized Photos/2021/2021-11-06 11-14-17.jpg,"[56.05952856572116, 47.653615661206565, 59.5685177786656]",0.2068894525743304,"[107.31776010603049, 97.77567925778662, 109.42942345924453]",0.24610351187043444,"[145.36430997221365, 136.83328187712257, 151.58166100648347]",0.2572245350346021,"[189.17233560090705, 212.01218820861678, 237.86734693877548]",0.2897825005206331
E:/Organized Photos/2021/2021-11-06 11-14-28.jpg,"[190.47283950617285, 202.01604938271606, 217.90493827160495]",0.19095845548186594,"[134.75885509838994, 116.67728085867618, 120.02146690518781]",0.22579018586601307,"[48.84591488039766, 38.08139173656415, 42.69400434917676]",0.25843212846821734,"[93.25364203954216, 74.01404786680541, 77.65790842872009]",0.32481923018390363
E:/Organized Photos/2021/2021-11-06 11-26-02.jpg,"[98.61200716845877, 85.7320788530466, 65.70698924731182]",0.1784952358644075,"[216.1991471215352, 196.7240938166311, 162.25970149253732]",0.19645932736520536,"[160.6984962406015, 143.98984962406013, 115.43684210526317]",0.2188566205803309,"[35.23084537715304, 29.355969115026728, 22.946941199762417]",0.40618881619005626
E:/Organized Photos/2021/2021-11-06 11-26-03.jpg,"[103.94778411584028, 89.98376480912681, 69.89512944273802]",0.17876523198013775,"[219.28221377270808, 199.98267849598648, 163.69919729615546]",0.20058964461556228,"[166.32165832737667, 148.83452466047177, 118.83345246604716]",0.22162670527315864,"[37.214285714285715, 31.015895953757223, 24.812138728323696]",0.39901841813114136
E:/Organized Photos/2021/2021-11-06 11-26-04.jpg,"[103.75450470640968, 91.71783953384131, 71.52581801882565]",0.16519546668976232,"[164.04187361780814, 148.2488489286879, 120.18388137621]",0.20370140726043504,"[218.5677954978014, 200.90431187241583, 166.52671129487425]",0.2178593080750819,"[39.044099280550235, 33.160231490439564, 26.25106862038032]",0.41324381797472076
E:/Organized Photos/2021/2021-11-06 11-37-25.jpg,"[218.6655840960535, 204.65259324869592, 185.81182954433615]",0.1966797039031662,"[36.9469169768571, 29.528483573393757, 35.21314128499759]",0.23458176191001093,"[159.33309809456603, 141.38701482004234, 127.44093154551872]",0.27161363194969346,"[97.52391374316063, 75.90801416157068, 74.42330222079181]",0.2971249022371294
E:/Organized Photos/2021/2021-11-06 11-44-44.jpg,"[231.3596399495192, 228.49625876600868, 205.59154239530264]",0.1344132849899219,"[69.51459276200637, 63.767748090063535, 62.68550888614608]",0.2247666813639036,"[169.92148994502736, 168.39978811151516, 171.00602971420767]",0.2912125450102881,"[118.67394710374388, 113.3987113899082, 111.55112008305898]",0.3496074886358865
E:/Organized Photos/2021/2021-11-06 11-44-50.jpg,"[208.9722849826782, 221.9724356077723, 218.483958427474]",0.10074480216469303,"[142.9165772340273, 128.17986692423273, 109.5573442083423]",0.2092269778281683,"[33.78356047295694, 30.206182629754498, 30.093261788309043]",0.3293357997134039,"[72.77532650190876, 66.50970464135021, 63.24826200522406]",0.3606924202937348
E:/Organized Photos/2021/2021-11-06 11-44-54.jpg,"[190.6127583108715, 215.4878706199461, 232.76909254267744]",0.0898065148127152,"[167.79251513483763, 149.5960374243258, 128.08310401761145]",0.1493575535924246,"[102.4748398902104, 89.28941750533697, 79.774626410491]",0.2717045054904678,"[44.297581839118294, 40.24642210889949, 42.31288040796184]",0.48913142610439236
E:/Organized Photos/2021/2021-11-06 11-45-01.jpg,"[204.1717105263157, 205.575592105263, 194.81940789473668]",0.11018539842634585,"[140.59026033690665, 123.00049004594189, 104.3291577335376]",0.241310996813849,"[34.759677599286015, 29.96636546184735, 29.84892347166441]",0.26552813930356095,"[69.27435663586976, 64.47876600975454, 65.3683135730996]",0.3829754654562442
E:/Organized Photos/2021/2021-11-06 11-45-03.jpg,"[213.64237710138775, 221.29917971087232, 213.56637393603648]",0.07183815848870412,"[164.5254718208598, 146.7773392539604, 123.56019490029817]",0.16640200157995297,"[104.11323298184891, 90.55866340927626, 78.2834437730034]",0.2474847384941631,"[45.227713358560784, 42.2110141005853, 44.161844386191056]",0.5142751014371798
E:/Organized Photos/2021/2021-11-06 12-25-20.jpg,"[126.11750599520384, 135.53077537969625, 148.17932320810021]",0.20677577068636097,"[212.7210674878111, 202.37721324095452, 187.3915832691814]",0.23015971434870244,"[49.560548977395044, 44.631593110871904, 40.84472551130246]",0.2309819230547157,"[124.71631909963585, 88.69860973187683, 64.05809334657398]",0.3320825919102209
E:/Organized Photos/2021/2021-11-06 12-25-22.jpg,"[62.0987829653084, 132.21997682167162, 201.26524182032733]",0.1828283782648862,"[215.10988386194174, 196.90314199617586, 170.16538284104544]",0.21803350970017638,"[142.93480918183474, 124.09174012649373, 105.66988976369582]",0.29595945727828166,"[62.89408275321109, 60.09589279716635, 56.82174201475742]",0.30317865475665573
E:/Organized Photos/2021/2021-11-06 13-01-39.jpg,"[205.55768357375274, 170.46865181001687, 121.44307336771003]",0.11421516426786764,"[171.05676868673464, 204.46606821696273, 235.2961042995182]",0.15703029861636011,"[112.0270320443249, 104.12647226823508, 97.89893185582878]",0.24656968786743091,"[52.837370202231014, 36.56954517157348, 26.987066805136934]",0.4821848492483413
E:/Organized Photos/2021/2021-11-06 13-05-37.jpg,"[156.2533156498674, 147.42970822281168, 128.30106100795754]",0.15314627490656757,"[145.04772557792688, 187.14876957494403, 236.64466815809095]",0.18851027100655077,"[91.88991975927782, 84.34302908726175, 75.59177532597793]",0.2768159781273621,"[41.40525536639526, 34.162102146558105, 31.537749814951887]",0.38152747595951964
E:/Organized Photos/2021/2021-11-06 13-05-40.jpg,"[161.73615883925163, 149.95284459717445, 127.98949980908745]",0.1488251068174183,"[146.16566455696204, 187.47025316455696, 235.7303797468354]",0.18157935917422524,"[93.00668036998965, 85.16670092497428, 76.87235354573481]",0.28514107707126063,"[41.396954464813724, 33.584565345949166, 31.12987876995861]",0.38445445693709585
E:/Organized Photos/2021/2021-11-06 13-20-53.jpg,"[222.8237642574875, 200.11718364093537, 166.0995371929587]",0.1860458593159486,"[164.53615148637462, 140.44343462672637, 108.85448446056245]",0.24019098862538843,"[103.3235628407167, 83.65774034626527, 59.267450703235774]",0.2523965025825145,"[43.082101215165025, 31.196202619270828, 19.28585494409568]",0.32136664947614846
E:/Organized Photos/2021/2021-11-06 13-20-57.jpg,"[221.70246343341032, 202.17128560431104, 170.42686682063123]",0.203332007957504,"[159.54034482758618, 138.29482758620688, 109.41275862068964]",0.2360914273116654,"[98.09803921568626, 80.93670450636394, 57.84451324389405]",0.24524808476631393,"[38.924542879217114, 29.535410764872523, 18.336852948750977]",0.3153284799645167
E:/Organized Photos/2021/2021-11-06 13-21-01.jpg,"[208.00079893475362, 187.66498002663116, 158.87936085219704]",0.19063251265012177,"[145.97808956371324, 127.42187199692482, 101.94618489333077]",0.26541093868102794,"[90.73836307214896, 76.29092319627621, 56.787820015515905]",0.2663051572866801,"[37.33695245226508, 28.587420441782108, 18.74653687757395]",0.27765139138217015
E:/Organized Photos/2021/2021-11-06 13-21-08.jpg,"[230.13909648201292, 213.7949455857274, 181.86177741807688]",0.16929773452590913,"[173.632763902046, 153.0504087115366, 122.61506439571005]",0.2202793492011002,"[109.5808571104424, 92.18952191798635, 67.70445699110729]",0.2550391346739313,"[42.3137445747464, 32.15194355289375, 20.251781700434616]",0.35538378159905937
E:/Organized Photos/2021/2021-11-06 13-21-10.jpg,"[229.84250694615417, 213.61656770531462, 181.76684623959628]",0.168548519909507,"[172.85174729060853, 152.51704804004416, 122.07648169129199]",0.22037891641996304,"[108.43241368910027, 91.5636356240437, 67.3143841909029]",0.2548579617031998,"[41.77429950995828, 31.884648067794807, 19.970347161545885]",0.3562146019673301
E:/Organized Photos/2021/2021-11-06 13-55-04.jpg,"[218.79426013022052, 228.652119260483, 221.67757015945656]",0.10503906906126648,"[153.1151983394832, 146.75794703259527, 131.94482241697435]",0.15474533756403797,"[101.47846217722622, 97.50228358377997, 95.01476256180787]",0.3523948786690602,"[53.176275654015484, 48.12951183093865, 51.85004494690182]",0.38782071470563534
E:/Organized Photos/2021/2021-11-06 13-55-07.jpg,"[234.92516268980478, 236.0119305856833, 214.40997830802604]",0.07217188090513983,"[181.2703804347826, 169.51970108695645, 142.63790760869563]",0.12392911929432267,"[121.82115471357693, 117.09652683806947, 109.23590437528192]",0.36741985084929035,"[63.0437728937729, 57.25787545787546, 58.422161172161175]",0.4364791489512472
E:/Organized Photos/2021/2021-11-06 14-08-16.jpg,"[162.23454612145417, 154.21234137704928, 146.53302178927368]",0.2272219072814311,"[76.92535708889018, 70.6106437716579, 65.37888815184597]",0.24112285249748047,"[206.75771307431467, 197.83373226504148, 188.63468068270797]",0.25416115520282184,"[122.57539359676609, 114.63616476962969, 107.57551717678392]",0.27749408501826656
E:/Organized Photos/2021/2021-11-06 15-02-31.jpg,"[121.88055842812825, 176.38055842812827, 245.17166494312312]",0.15543066184807255,"[206.47462686567164, 173.2597014925373, 152.5333333333333]",0.1627087466931217,"[49.78985718449431, 45.64092101428155, 52.36811425240455]",0.2854188646909381,"[73.28414410746997, 124.74964380215754, 197.14736413596583]",0.39644172676786765
E:/Organized Photos/2021/2021-11-07 10-29-53.jpg,"[133.66860090264345, 97.77498388136686, 77.36428110896198]",0.1145021376606198,"[221.11497975708502, 206.21052631578945, 191.09635627530366]",0.18515401916939617,"[201.82534843205573, 181.35365853658533, 158.5897212543554]",0.3499359620391366,"[14.336880187273888, 13.08044264737178, 13.81081081081081]",0.3504078811308474
E:/Organized Photos/2021/2021-11-07 10-29-59.jpg,"[114.21470588235294, 72.28529411764706, 53.766176470588235]",0.05663504792349038,"[171.0396253602305, 139.21397694524495, 111.82276657060515]",0.1046650768717981,"[17.34959893048128, 16.889260249554372, 17.489304812834227]",0.3701529464023264,"[216.9911025819958, 199.04396371249118, 173.84228890439633]",0.46854692880238513
E:/Organized Photos/2021/2021-11-10 15-40-43 (1).jpg,"[226.00946979678102, 197.85092164310672, 150.73185192091776]",0.1806465111121609,"[115.40388754154313, 144.16357855025618, 183.58439593999844]",0.2038873371493659,"[110.14091300990385, 106.4453161197454, 101.83871857732993]",0.24355831259973126,"[45.467485353785385, 43.05794778977082, 42.14801254870192]",0.3719078391387419
E:/Organized Photos/2021/2021-11-10 15-40-43.jpg,"[223.55612108642032, 196.56459769078404, 151.73241642186022]",0.16682134852397748,"[112.44596710821733, 145.94482347328238, 191.30649556578365]",0.20784164842634584,"[104.26860690338088, 102.14434301497405, 99.96476870027475]",0.26831774376417233,"[46.193728437436185, 43.60078946903256, 44.29553909020634]",0.3570192592855043
E:/Organized Photos/2021/2021-11-10 16-09-43.jpg,"[141.19754064321623, 148.9798411697457, 159.66670255471664]",0.15123793055030654,"[42.48202875327446, 37.61266620454958, 36.885411809187715]",0.22213462931468883,"[190.57864858414234, 194.6302561121499, 190.66413448852975]",0.2788337316022088,"[84.32625292268563, 82.49079153873923, 83.5175875890528]",0.34779370853279584
E:/Organized Photos/2021/2021-11-10 16-09-45.jpg,"[129.17767653758548, 127.88974943052395, 126.20296127562644]",0.14121510390421602,"[44.147258572138476, 41.0977306609243, 40.25294020208713]",0.18451216327580414,"[187.62968874700715, 193.77783320031926, 193.50099760574622]",0.3177103017132779,"[79.39431506242806, 78.83449924732135, 81.05729212786684]",0.35656243110670194
